word,idf,index
preferred,5.291992888345589,178
periods,5.720836187149463,179
billion,2.951634088051039,180
bfd,12.421275905290557,181
brown,6.961844286653258,182
forman,10.836313404569399,183
dlr,3.248848396645073,184
dairy,9.613920983232951,185
sales,3.046236473943631,186
mcd,10.421275905290555,187
expects,4.1451515000163175,188
told,3.446861315485028,189
licensing,10.099347810403193,190
earnings,3.717372331845892,191
slightly,6.806566061175347,192
sees,4.302334832567048,193
act,6.443995981790639,194
off,4.851420296959607,195
kenneth,9.099347810403193,196
will,2.0332586199454203,197
reported,4.099347810403193,198
us,6.443995981790639,199
chicago,6.995011150588458,200
ago,4.806566061175347,201
vegetable,10.099347810403193,202
is,1.7621719418168937,203
effects,7.666388403127087,204
whether,5.490538567727669,205
falling,6.748850563319061,206
may,3.1638880625979033,207
third,4.995011150588458,208
we,4.016134442154212,209
corp,1.7657451821349126,210
various,6.748850563319061,211
japan,4.508386569060594,212
food,6.211822539661606,213
strong,5.261404568512166,214
benefits,6.806566061175347,215
fourth,5.2216035604541915,216
united,4.550911185707151,217
line,5.387852903753106,218
mcdonalds,12.421275905290557,219
ending,5.720836187149463,220
ve,7.333813064040216,221
period,4.443995981790638,222
quarter,3.4269224684316977,223
bottom,9.251350903848243,224
chairman,4.112936875151148,225
brazil,6.3989080922621016,226
late,5.443995981790639,227
projection,9.8363134045694,228
howard,8.836313404569399,229
alone,8.836313404569399,230
those,5.17334839184697,231
analysts,4.91348126509186,232
australia,6.897713949233542,233
e,6.312751448512386,234
our,5.202107384828394,235
benefit,6.421275905290556,236
blenders,12.421275905290557,237
milk,12.421275905290557,238
shareholder,5.281724552891762,239
larsen,12.421275905290557,240
canada,5.003423390404658,241
entry,9.421275905290555,242
dean,9.099347810403193,243
arrangements,8.251350903848243,244
project,6.995011150588458,245
derive,12.421275905290557,246
major,4.2413668152756205,247
foods,7.563294910162984,248
west,4.945542474324157,249
acquisitions,6.04623647394363,250
repeated,8.421275905290557,251
fiscal,4.970064793458226,252
blender,12.421275905290557,253
douglas,9.099347810403193,254
df,10.836313404569399,255
overall,6.720836187149463,256
enough,6.8363134045694,257
frozen,9.613920983232951,258
ryan,10.421275905290555,259
should,4.569526863874497,260
reform,7.3768817859321025,261
provides,7.211822539661607,262
early,4.866687053612917,263
was,2.281724552891762,264
last,2.8438470772548063,265
acquisition,3.6431987757551973,266
anticipated,7.29199288834559,267
too,6.333813064040215,268
ltd,3.3232438223300287,269
same,5.0462364739436305,270
co,2.635006277642089,271
elgin,10.836313404569399,272
i,4.791919285210946,273
improvement,6.693355450727356,274
processor,11.421275905290555,275
probably,6.312751448512386,276
been,3.224059212180503,277
kingdom,8.17334839184697,278
december,4.666388403127087,279
ann,11.421275905290555,280
b,5.851420296959607,281
earlier,3.965948684985995,282
performance,6.271528785785873,283
he,2.8232234051289553,284
experience,8.333813064040216,285
range,6.04623647394363,286
that,2.1347181436825977,287
president,4.081425902405931,288
classes,9.099347810403193,289
beverage,9.421275905290555,290
each,4.443995981790638,291
sets,3.92143001820735,292
bfdb,11.421275905290555,293
expected,3.770224214111627,294
improve,6.490538567727669,295
continued,5.995011150588458,296
substantially,6.46707959490368,297
class,6.231451346410538,298
restructuring,5.526458141982612,299
lower,4.639916191765896,300
charge,5.271528785785873,301
today,3.5883858911258137,302
quarterly,4.50241266801596,303
both,4.29199288834559,304
due,4.236400562382271,305
month,4.317988096878533,306
second,4.770224214111627,307
march,2.802890403031949,308
profits,4.836313404569399,309
holders,5.1083929500062,310
bit,8.333813064040216,311
three,3.1428264470700737,312
payout,4.646488845689382,313
effective,5.192457214794675,314
raising,6.563294910162983,315
declared,5.154489364595654,316
operations,3.6933554507273563,317
outlook,6.961844286653258,318
improved,6.117495157113452,319
dividend,3.349813542733931,320
new,3.0118849691528533,321
ups,6.8363134045694,322
cash,3.6431987757551973,323
paid,5.117495157113452,324
corporate,6.333813064040215,325
flow,6.46707959490368,326
on,1.585225550232486,327
declined,5.126655156398929,328
cited,7.3768817859321025,329
rates,4.727788947791231,330
reasons,8.333813064040216,331
had,2.7577178010732823,332
payable,4.393369908720671,333
stockholders,6.995011150588458,334
electronics,6.46707959490368,335
yr,6.806566061175347,336
radio,7.897713949233543,337
div,3.4240964243529337,338
ee,12.421275905290557,339
esquire,12.421275905290557,340
presidential,8.333813064040216,341
universal,8.961844286653259,342
business,4.03325861994542,343
adjustment,7.3768817859321025,344
include,4.659724672846076,345
estimated,5.312751448512386,346
than,3.505396526454782,347
first,3.3258788824979986,348
upco,11.421275905290555,349
life,6.29199288834559,350
qtly,3.7992240858341786,351
minor,11.421275905290555,352
owens,9.421275905290555,353
raises,5.421275905290556,354
eights,11.421275905290555,355
obod,12.421275905290557,356
clri,12.421275905290557,357
research,6.312751448512386,358
language,8.961844286653259,359
cinram,12.421275905290557,360
standard,6.961844286653258,361
malley,12.421275905290557,362
o,7.211822539661607,363
growing,6.355186714832783,364
previously,4.349813542733931,365
interest,3.74885056331906,366
equity,5.421275905290556,367
trustco,9.8363134045694,368
brian,8.961844286653259,369
stable,7.563294910162984,370
economy,5.91348126509186,371
favorable,8.961844286653259,372
growth,4.92143001820735,373
further,4.478761399951316,374
better,5.851420296959607,375
return,5.92942280896088,376
provide,5.490538567727669,377
recorded,7.421275905290556,378
least,5.563294910162983,379
rev,6.897713949233542,380
hnh,12.421275905290557,381
special,5.6798089188894085,382
harman,12.421275905290557,383
handy,11.421275905290555,384
months,4.117495157113453,385
competing,8.17334839184697,386
into,3.965948684985995,387
offer,3.8102511079832033,388
between,4.251350903848243,389
officials,4.889894444774243,390
surprise,8.17334839184697,391
want,6.5386328559287135,392
care,7.514385309682037,393
elliott,11.421275905290555,394
chem,8.613920983232951,395
languished,12.421275905290557,396
examples,10.836313404569399,397
mid,6.3989080922621016,398
announced,4.063723900672471,399
base,6.231451346410538,400
trading,4.557089760636275,401
thousands,9.8363134045694,402
totally,9.613920983232951,403
debra,12.421275905290557,404
earned,5.734775378107337,405
could,3.9536703552075583,406
hands,7.421275905290556,407
depending,8.028958482511795,408
offers,6.46707959490368,409
try,6.693355450727356,410
slowed,9.421275905290555,411
entrepreuers,12.421275905290557,412
lawn,9.8363134045694,413
find,6.897713949233542,414
before,4.14981287738618,415
prescott,11.421275905290555,416
think,5.995011150588458,417
doesn,7.897713949233543,418
sevice,12.421275905290557,419
waste,7.421275905290556,420
distribution,5.563294910162983,421
high,4.897713949233543,422
does,5.261404568512166,423
commercial,5.791919285210946,424
contact,9.421275905290555,425
rate,4.041897538219293,426
tender,4.92143001820735,427
she,7.421275905290556,428
regularly,9.421275905290555,429
noted,5.563294910162983,430
go,5.91348126509186,431
fertilizers,12.421275905290557,432
removal,9.613920983232951,433
about,2.6933554507273563,434
snyder,9.613920983232951,435
say,5.323243822330029,436
higher,4.514385309682037,437
svm,11.421275905290555,438
by,1.8830869732381368,439
arbitrageurs,9.8363134045694,440
lawns,12.421275905290557,441
interested,6.693355450727356,442
this,2.826951301365708,443
unable,8.099347810403193,444
ingalls,11.421275905290555,445
opening,7.028958482511795,446
expires,8.251350903848243,447
management,4.333813064040216,448
street,6.748850563319061,449
involved,6.639916191765897,450
residential,8.613920983232951,451
difficult,6.866687053612918,452
servicemaster,11.421275905290555,453
bid,4.659724672846076,454
herbicides,12.421275905290557,455
pesticides,12.421275905290557,456
chemlawn,8.17334839184697,457
dollars,6.720836187149463,458
valuable,10.836313404569399,459
analyst,5.806566061175348,460
turben,11.421275905290555,461
times,6.639916191765897,462
companies,4.236400562382271,463
all,3.5355795319511607,464
rol,12.421275905290557,465
when,4.415651356096677,466
white,7.135873686428307,467
knight,10.421275905290555,468
attract,9.421275905290555,469
u,2.681495295517295,470
statement,4.307533739241367,471
hopes,7.333813064040216,472
customers,6.666388403127087,473
concentrated,9.613920983232951,474
counter,7.897713949233543,475
discussing,8.421275905290557,476
bidder,8.333813064040216,477
customer,6.693355450727356,478
wants,6.271528785785873,479
offered,5.613920983232951,480
morbelli,12.421275905290557,481
changing,8.421275905290557,482
rollins,12.421275905290557,483
scheduled,5.882117094182523,484
they,3.591553170204497,485
bids,7.251350903848243,486
arbitrageur,10.421275905290555,487
resist,8.251350903848243,488
acquired,4.410048649867301,489
announcement,6.251350903848243,490
ready,7.666388403127087,491
another,4.945542474324157,492
maybe,8.613920983232951,493
system,4.92942280896088,494
with,1.9194387203882586,495
like,6.443995981790639,496
application,7.028958482511795,497
wastes,12.421275905290557,498
schlang,12.421275905290557,499
competes,12.421275905290557,500
pointed,8.251350903848243,501
shot,10.099347810403193,502
who,4.784651284746906,503
wnx,12.421275905290557,504
held,4.569526863874497,505
rises,7.720836187149463,506
ball,10.421275905290555,507
rosemarie,12.421275905290557,508
l,4.538632855928714,509
full,4.360579973603001,510
afternoon,7.897713949233543,511
catapulted,11.421275905290555,512
garden,9.421275905290555,513
spokeswoman,7.3768817859321025,514
p,5.202107384828394,515
wall,6.866687053612918,516
over,3.607494714073518,517
capitalize,10.836313404569399,518
out,4.594727417999641,519
t,4.91348126509186,520
attack,10.099347810403193,521
there,4.131257058357937,522
largest,5.090359027175938,523
individual,7.720836187149463,524
strohmaier,12.421275905290557,525
amid,9.099347810403193,526
although,5.74885056331906,527
bank,3.2463502227898764,528
domestic,5.192457214794675,529
payments,5.978332409441827,530
abroad,7.514385309682037,531
then,5.806566061175348,532
averaged,8.961844286653259,533
fixed,6.46707959490368,534
repeat,10.099347810403193,535
prices,4.231451346410538,536
diverted,11.421275905290555,537
shortages,9.8363134045694,538
surplus,5.57578585434618,539
averaging,9.251350903848243,540
initially,8.251350903848243,541
ended,3.9950111505884576,542
debt,4.526458141982612,543
within,5.4325912185183896,544
anniversary,9.8363134045694,545
since,4.449732351339783,546
avoid,7.17334839184697,547
surpluses,8.099347810403193,548
reversal,8.836313404569399,549
dramatic,9.613920983232951,550
sufficient,8.099347810403193,551
account,6.271528785785873,552
country,5.323243822330029,553
october,6.231451346410538,554
soaring,11.421275905290555,555
halt,8.028958482511795,556
exports,5.135873686428307,557
situation,6.490538567727669,558
monthly,7.099347810403193,559
limps,12.421275905290557,560
worse,9.251350903848243,561
cruzado,11.421275905290555,562
foreign,4.099347810403193,563
increased,4.828818868022475,564
crumbling,12.421275905290557,565
saviour,12.421275905290557,566
collapsed,10.099347810403193,567
froze,12.421275905290557,568
economist,7.720836187149463,569
worked,9.251350903848243,570
february,4.355186714832783,571
crisis,7.720836187149463,572
needed,6.251350903848243,573
inflation,7.3768817859321025,574
home,6.231451346410538,575
service,5.291992888345589,576
accompanied,10.099347810403193,577
limping,12.421275905290557,578
indexation,12.421275905290557,579
trade,3.893798899230159,580
now,4.163888062597904,581
imports,5.344460308239725,582
anti,7.514385309682037,583
leading,6.231451346410538,584
hailed,12.421275905290557,585
currency,5.46707959490368,586
widespread,9.613920983232951,587
seemed,8.961844286653259,588
target,5.882117094182523,589
cover,7.46707959490368,590
value,4.98664767765383,591
towards,7.563294910162984,592
plunged,9.251350903848243,593
ships,7.29199288834559,594
super,8.613920983232951,595
average,5.550911185707151,596
government,4.103863291525686,597
panama,10.099347810403193,598
tomorrow,6.211822539661606,599
north,5.666388403127087,600
backlog,7.46707959490368,601
vessels,7.720836187149463,602
waiting,8.720836187149464,603
regular,5.601096942875368,604
report,4.784651284746906,605
next,4.613920983232951,606
canal,9.251350903848243,607
agency,6.271528785785873,608
enter,7.61392098323295,609
days,5.281724552891762,610
end,3.9016396524473427,611
transit,9.613920983232951,612
day,4.806566061175347,613
tankers,9.099347810403193,614
daily,6.514385309682037,615
commission,4.312751448512386,616
south,5.62686003894045,617
reports,6.154489364595653,618
hrs,9.613920983232951,619
unit,3.5570897606362752,620
exchangeable,8.720836187149464,621
mortgage,6.866687053612918,622
making,5.05495369104474,623
america,5.62686003894045,624
guaranteed,8.613920983232951,625
which,2.356533140540299,626
gains,5.241366815275621,627
income,4.478761399951316,628
federally,10.421275905290555,629
fund,5.693355450727356,630
emhart,11.421275905290555,631
emh,11.421275905290555,632
recent,5.028958482511795,633
introductions,9.8363134045694,634
old,7.251350903848243,635
expenditures,9.251350903848243,636
remain,5.693355450727356,637
pace,8.514385309682037,638
revenues,4.851420296959607,639
allocated,9.251350903848243,640
engineering,6.929422808960881,641
good,5.74885056331906,642
rose,4.74885056331906,643
run,7.028958482511795,644
harris,7.61392098323295,645
prospects,6.693355450727356,646
running,8.028958482511795,647
annualized,10.836313404569399,648
beginning,6.720836187149463,649
balance,5.720836187149463,650
cites,10.099347810403193,651
subsidiary,4.108392950006199,652
basis,5.563294910162983,653
dollar,4.91348126509186,654
reporting,6.929422808960881,655
division,5.443995981790639,656
compared,4.653091580513629,657
orders,7.17334839184697,658
january,4.317988096878533,659
graphics,9.251350903848243,660
development,4.92942280896088,661
decline,5.91348126509186,662
june,4.905576067006513,663
corresponding,9.613920983232951,664
firmed,8.251350903848243,665
supply,5.91348126509186,666
no,3.5601889992951614,667
quoted,6.099347810403193,668
points,6.961844286653258,669
yesterday,4.673083055701095,670
merchants,9.421275905290555,671
river,7.777419715515831,672
louis,8.961844286653259,673
again,6.46707959490368,674
dec,5.398908092262101,675
exchange,3.547831792775179,676
quotes,9.8363134045694,677
included,5.653091580513629,678
owensboro,12.421275905290557,679
memphis,9.421275905290555,680
call,6.666388403127087,681
illinois,7.333813064040216,682
increasing,6.29199288834559,683
session,7.3768817859321025,684
versus,7.29199288834559,685
ex,9.099347810403193,686
st,4.17334839184697,687
level,5.05495369104474,688
gulf,6.5386328559287135,689
loadings,10.836313404569399,690
barge,10.421275905290555,691
barges,10.836313404569399,692
vessel,8.514385309682037,693
ohio,7.028958482511795,694
traded,7.028958482511795,695
tariff,8.099347810403193,696
freight,7.777419715515831,697
section,8.421275905290557,698
week,4.1591810599203765,699
comparison,8.613920983232951,700
demand,5.502412668015961,701
dealers,6.3989080922621016,702
cairo,10.099347810403193,703
joliet,11.421275905290555,704
station,7.8363134045694,705
steady,8.720836187149464,706
sept,8.421275905290557,707
mississippi,9.099347810403193,708
nov,7.61392098323295,709
percentage,6.720836187149463,710
added,3.999211139117743,711
gats,10.836313404569399,712
federal,4.426922468431698,713
carryovers,11.421275905290555,714
applied,7.8363134045694,715
owed,9.421275905290555,716
transaction,4.91348126509186,717
units,5.866687053612918,718
sells,5.7774197155158316,719
taxes,6.748850563319061,720
technologies,7.563294910162984,721
pipeline,7.099347810403193,722
offset,6.5386328559287135,723
fgrp,12.421275905290557,724
farmers,8.333813064040216,725
group,2.9314279448512575,726
pom,10.836313404569399,727
electric,6.613920983232952,728
resources,5.163888062597904,729
potomac,10.836313404569399,730
territory,10.421275905290555,731
latest,6.421275905290556,732
virginia,8.251350903848243,733
dominion,9.099347810403193,734
d,6.251350903848243,735
power,6.04623647394363,736
undisclosed,5.3768817859321025,737
specialized,11.421275905290555,738
gas,4.995011150588458,739
energy,5.028958482511795,740
lubricating,11.421275905290555,741
cooling,11.421275905290555,742
based,4.103863291525686,743
gulfex,12.421275905290557,744
paper,6.806566061175347,745
manufacture,9.251350903848243,746
buys,5.490538567727669,747
petrochemical,9.613920983232951,748
process,6.639916191765897,749
pressure,6.117495157113452,750
marine,7.61392098323295,751
industries,4.063723900672471,752
cofab,12.421275905290557,753
utility,8.17334839184697,754
custom,9.613920983232951,755
oil,3.669731846201457,756
amount,5.271528785785873,757
pulp,9.251350903848243,758
fabricator,12.421275905290557,759
tultex,10.836313404569399,760
eight,4.236400562382271,761
ttx,10.836313404569399,762
savings,5.455491620628468,763
banks,4.673083055701095,764
pan,9.421275905290555,765
association,5.398908092262101,766
atfc,11.421275905290555,767
ncnb,12.421275905290557,768
formerly,7.961844286653258,769
purusant,11.421275905290555,770
peninsula,10.099347810403193,771
atico,11.421275905290555,772
loan,5.020396469008371,773
financial,3.802890403031949,774
merger,4.355186714832783,775
amounts,7.099347810403193,776
figures,5.323243822330029,777
name,5.1083929500062,778
philippine,9.099347810403193,779
diluted,6.29199288834559,780
pesos,9.099347810403193,781
long,4.791919285210946,782
telephone,6.5386328559287135,783
distance,8.961844286653259,784
declaration,9.251350903848243,785
primary,7.251350903848243,786
phi,12.421275905290557,787
star,8.514385309682037,788
through,4.281724552891762,789
novebmer,12.421275905290557,790
liberty,9.421275905290555,791
commencement,10.836313404569399,792
initial,5.851420296959607,793
csp,10.099347810403193,794
combustion,9.8363134045694,795
tonka,11.421275905290555,796
tka,11.421275905290555,797
qtrly,7.028958482511795,798
divs,9.421275905290555,799
increases,6.063723900672471,800
bdm,12.421275905290557,801
syst,11.421275905290555,802
systematics,11.421275905290555,803
secondary,9.099347810403193,804
canron,12.421275905290557,805
offering,5.945542474324157,806
ivaco,10.836313404569399,807
feb,4.550911185707151,808
filing,5.601096942875368,809
mutual,7.333813064040216,810
york,5.028958482511795,811
securities,3.9055760670065127,812
firms,5.538632855928714,813
cyl,7.720836187149463,814
investment,3.734775378107337,815
cyclops,7.251350903848243,816
cut,4.613920983232951,817
stake,3.9618442866532586,818
led,5.720836187149463,819
lowered,7.251350903848243,820
their,3.74885056331906,821
affiliated,7.777419715515831,822
cdin,11.421275905290555,823
coradian,11.421275905290555,824
cent,6.995011150588458,825
meridian,10.421275905290555,826
mrdn,12.421275905290557,827
bancorp,6.693355450727356,828
others,6.897713949233542,829
bache,9.099347810403193,830
enhance,8.421275905290557,831
firm,4.550911185707151,832
asset,6.5386328559287135,833
fuel,7.563294910162984,834
analytical,10.421275905290555,835
endeavors,12.421275905290557,836
lipper,11.421275905290555,837
option,6.271528785785873,838
road,9.613920983232951,839
book,7.563294910162984,840
jeffery,12.421275905290557,841
contributing,10.099347810403193,842
very,5.291992888345589,843
unlikely,7.211822539661607,844
shearson,7.421275905290556,845
unhappy,11.421275905290555,846
partial,8.514385309682037,847
several,5.211822539661606,848
true,8.720836187149464,849
terms,4.090359027175938,850
created,7.8363134045694,851
plans,4.2069567844897895,852
sell,4.1828711659654765,853
believes,6.563294910162983,854
highly,7.333813064040216,855
brothers,6.563294910162983,856
larry,10.099347810403193,857
position,5.6798089188894085,858
changes,5.92942280896088,859
travel,9.421275905290555,860
considering,6.421275905290556,861
contributed,7.333813064040216,862
heavily,8.421275905290557,863
capitalization,11.421275905290555,864
partially,8.099347810403193,865
valuations,10.836313404569399,866
mark,6.312751448512386,867
chief,5.271528785785873,868
arena,11.421275905290555,869
silent,10.836313404569399,870
speculated,8.028958482511795,871
brokerage,7.333813064040216,872
worth,5.6798089188894085,873
preclude,10.836313404569399,874
f,5.398908092262101,875
other,3.302334832567048,876
water,7.666388403127087,877
being,4.74885056331906,878
did,4.484637966287985,879
contrary,9.8363134045694,880
comment,5.271528785785873,881
premium,7.8363134045694,882
goes,7.8363134045694,883
fully,6.231451346410538,884
re,6.333813064040215,885
axp,8.720836187149464,886
exposure,8.720836187149464,887
questioned,9.251350903848243,888
some,3.974192679080903,889
lift,7.8363134045694,890
reduced,5.7774197155158316,891
kinds,9.613920983232951,892
fetched,11.421275905290555,893
seen,6.192457214794675,894
remained,7.135873686428307,895
rumor,9.613920983232951,896
enormous,10.099347810403193,897
tuesday,7.46707959490368,898
lewis,9.421275905290555,899
thereby,10.099347810403193,900
you,6.563294910162983,901
takes,6.639916191765897,902
got,7.777419715515831,903
however,4.784651284746906,904
considered,6.639916191765897,905
center,7.563294910162984,906
american,4.29199288834559,907
helped,7.421275905290556,908
perrin,11.421275905290555,909
fact,7.421275905290556,910
suggests,9.421275905290555,911
ability,7.211822539661607,912
disagreed,10.836313404569399,913
use,5.734775378107337,914
undervalued,9.099347810403193,915
make,4.4325912185183896,916
internal,7.8363134045694,917
sense,8.613920983232951,918
express,7.135873686428307,919
divisions,8.421275905290557,920
closed,5.91348126509186,921
big,7.333813064040216,922
need,5.961844286653259,923
only,4.686566285064717,924
believe,6.5386328559287135,925
expand,6.490538567727669,926
down,4.777419715515831,927
your,9.613920983232951,928
michael,7.135873686428307,929
selling,5.7774197155158316,930
lehman,7.514385309682037,931
bilion,10.421275905290555,932
boosting,8.333813064040216,933
outlined,8.836313404569399,934
because,4.14981287738618,935
according,5.62686003894045,936
related,5.526458141982612,937
volume,6.613920983232952,938
activity,7.099347810403193,939
services,4.98664767765383,940
positions,7.563294910162984,941
have,2.8763114725013184,942
investing,9.421275905290555,943
vacant,10.836313404569399,944
profitable,6.897713949233542,945
along,7.17334839184697,946
hutton,7.563294910162984,947
multiple,9.613920983232951,948
place,6.099347810403193,949
possible,5.145151500016318,950
going,6.231451346410538,951
realistic,9.421275905290555,952
comments,7.897713949233543,953
well,4.646488845689382,954
way,5.601096942875368,955
divestitures,9.421275905290555,956
rumors,8.17334839184697,957
spinoff,9.613920983232951,958
prudential,8.836313404569399,959
what,5.261404568512166,960
elevating,12.421275905290557,961
variation,11.421275905290555,962
move,5.17334839184697,963
reason,7.063723900672471,964
components,7.514385309682037,965
globally,11.421275905290555,966
most,5.072547751059478,967
lesser,9.8363134045694,968
chairmen,10.836313404569399,969
reflect,5.76306442253876,970
heavy,6.666388403127087,971
command,11.421275905290555,972
officer,6.063723900672471,973
spinnoff,12.421275905290557,974
constitute,10.099347810403193,975
such,4.653091580513629,976
might,5.387852903753106,977
eckenfelder,10.836313404569399,978
boost,6.355186714832783,979
public,4.859033481069483,980
talk,8.514385309682037,981
lane,10.099347810403193,982
past,6.011884969152853,983
spinning,10.836313404569399,984
november,6.355186714832783,985
fluctuate,9.613920983232951,986
usa,8.836313404569399,987
began,6.271528785785873,988
covers,8.961844286653259,989
particularly,6.7774197155158316,990
continuing,5.995011150588458,991
canadian,5.455491620628468,992
previous,5.563294910162983,993
steel,6.748850563319061,994
subsequent,8.613920983232951,995
show,5.851420296959607,996
minimal,9.8363134045694,997
levels,5.613920983232951,998
reach,6.995011150588458,999
quarters,7.211822539661607,1000
result,4.755939988105379,1001
substantial,6.3768817859321025,1002
carloadings,11.421275905290555,1003
cars,8.514385309682037,1004
railroads,9.613920983232951,1005
totalled,7.135873686428307,1006
fall,5.46707959490368,1007
totaled,7.720836187149463,1008
mill,9.099347810403193,1009
grain,6.929422808960881,1010
above,5.866687053612918,1011
wco,11.421275905290555,1012
disclosed,5.344460308239725,1013
kong,6.806566061175347,1014
raised,5.163888062597904,1015
brierley,9.421275905290555,1016
industrial,5.081425902405931,1017
zealand,7.333813064040216,1018
investments,5.995011150588458,1019
pacific,5.613920983232951,1020
bought,5.020396469008371,1021
purposes,6.639916191765897,1022
wrather,11.421275905290555,1023
hong,6.806566061175347,1024
publicly,7.961844286653258,1025
owned,4.251350903848243,1026
principally,8.836313404569399,1027
dls,10.421275905290555,1028
coleco,11.421275905290555,1029
clo,12.421275905290557,1030
contract,6.421275905290556,1031
shamrock,8.613920983232951,1032
citing,8.720836187149464,1033
markets,4.70017671658337,1034
light,6.748850563319061,1035
barrel,6.099347810403193,1036
crude,5.163888062597904,1037
diamond,8.251350903848243,1038
reduction,6.063723900672471,1039
cuts,5.897713949233542,1040
weak,7.211822539661607,1041
brings,7.961844286653258,1042
posted,6.7774197155158316,1043
intermediate,7.897713949233543,1044
texas,5.851420296959607,1045
made,3.8325612697082914,1046
